name_pt,category_pt,energy_kcal_100g,energy_kj_100g,carbohydrates_100g,proteins_100g,fat_100g,fiber_100g,sugars_100g,sodium_mg_100g,glycemic_index
"Carne, bovina, filé mingnon, sem gordura, cru",,142.86426666666665,597.7440917333333,,,,,,,
"Carne, bovina, filé mingnon, sem gordura, grelhado",,219.70259999999996,919.2356783999999,,,,,,,
"Carne, bovina, flanco, sem gordura, cozido",,195.5753666666667,818.2873341333335,,,,,,,
"Carne, bovina, flanco, sem gordura, cru",,141.46009999999998,591.8690584,,,,,,,
"Carne, bovina, fraldinha, com gordura, cozida",,338.44573333333335,1416.0569482666667,,,,,,,
"Carne, bovina, fraldinha, com gordura, crua",,220.72376666666662,923.5082397333332,,,,,,,
"Carne, bovina, lagarto, cozido",,222.46856666666667,930.8084829333334,,,,,,,
"Carne, bovina, lagarto, cru",,134.86456666666663,564.2733469333332,,,,,,,
"Carne, bovina, língua, cozida",,314.9016,1317.5482944,,,,,,,
"Carne, bovina, língua, crua",,215.24976666666663,900.6050237333333,,,,,,,
"Carne, bovina, maminha, crua",,152.76586666666665,639.1723861333332,,,,,,,
"Carne, bovina, maminha, grelhada",,153.0896758333333,640.5272036866666,,,,,,,
"Carne, bovina, miolo de alcatra, sem gordura, cru",,162.87123333333332,681.4532402666666,,,,,,,
"Carne, bovina, miolo de alcatra, sem gordura, grelhado",,241.36396666666667,1009.8668365333334,,,,,,,
"Carne, bovina, músculo, sem gordura, cozido",,193.80033333333333,810.8605946666667,,,,,,,
"Carne, bovina, músculo, sem gordura, cru",,141.581,592.374904,,,,,,,
Descrição dos alimentos,,,,,,,,,,
"Carne, bovina, paleta, com gordura, crua",,158.7099,664.0422216000001,,,,,,,
"Carne, bovina, paleta, sem gordura, cozida",,193.65239999999997,810.2416416,,,,,,,
"Carne, bovina, paleta, sem gordura, crua",,140.9415,589.6992359999999,,,,,,,
"Carne, bovina, patinho, sem gordura, cru",,133.46889999999996,558.4338775999998,,,,,,,
"Carne, bovina, patinho, sem gordura, grelhado",,219.25926666666663,917.3807717333332,,,,,,,
"Carne, bovina, peito, sem gordura, cozido",,338.4731333333333,1416.1715898666666,,,,,,,
"Carne, bovina, peito, sem gordura, cru",,259.2756333333333,1084.8092498666665,,,,,,,
"Carne, bovina, picanha, com gordura, crua",,212.8794333333333,890.6875490666666,,,,,,,
"Carne, bovina, picanha, com gordura, grelhada",,288.7670916666666,1208.2015115333331,,,,,,,
"Carne, bovina, picanha, sem gordura, crua",,133.52236666666667,558.6575821333333,,,,,,,
"Carne, bovina, picanha, sem gordura, grelhada",,238.4681333333333,997.7506698666666,,,,,,,
"Carne, bovina, seca, cozida",,312.79903369144597,1308.75115696501,,,,,,,
"Carne, bovina, seca, crua",,312.7484279036522,1308.5394223488809,,,,,,,
"Coxinha de frango, frita",,283.048,1184.272832,,,,,,,
"Croquete, de carne, cru",,245.77192529714108,1028.3097354432384,,,,,,,
"Croquete, de carne, frito",,346.7420146474044,1450.76858928474,,,,,,,
"Empada de frango, pré-cozida, assada",,358.1916666666667,1498.6739333333337,,,,,,,
"Empada, de frango, pré-cozida",,377.4796666666667,1579.3749253333335,,,,,,,
"Frango, asa, com pele, crua",,213.18833333333333,891.9799866666667,,,,,,,
"Frango, caipira, inteiro, com pele, cozido",,242.88932666666665,1016.2489427733333,,,,,,,
"Frango, caipira, inteiro, sem pele, cozido",,195.76029666666665,819.0610812533333,,,,,,,
"Frango, coração, cru",,221.50283333333334,926.7678546666667,,,,,,,
"Frango, coração, grelhado",,207.27364333333327,867.2329237066664,,,,,,,
"Frango, coxa, com pele, assada",,215.1186475329399,900.0564212778205,,,,,,,
"Frango, coxa, com pele, crua",,161.47473333333332,675.6102842666667,,,,,,,
"Frango, coxa, sem pele, cozida",,167.42803216441473,700.5188865759112,,,,,,,
"Frango, coxa, sem pele, crua",,119.94746666666661,501.8602005333331,,,,,,,
"Frango, fígado, cru",,106.48456666666667,445.53142693333336,,,,,,,
"Frango, filé, à milanesa",,220.87277999999998,924.13171152,,,,,,,
"Frango, inteiro, com pele, cru",,226.31916666666666,946.9193933333333,,,,,,,
"Frango, inteiro, sem pele, assado",,187.3377966666667,783.8213412533335,,,,,,,
"Frango, inteiro, sem pele, cozido",,170.38997583333332,712.9116588866666,,,,,,,
Descrição dos alimentos,,,,,,,,,,
"Frango, inteiro, sem pele, cru",,129.09640000000002,540.1393376000001,,,,,,,
"Frango, peito, com pele, assado",,211.68314953072866,885.6822976365687,,,,,,,
"Frango, peito, com pele, cru",,149.46526666666665,625.3626757333333,,,,,,,
"Frango, peito, sem pele, cozido",,162.87476334631444,681.4680098409797,,,,,,,
"Frango, peito, sem pele, cru",,119.15926666666665,498.5623717333333,,,,,,,
"Frango, peito, sem pele, grelhado",,159.18500719261172,666.0300700938875,,,,,,,
"Frango, sobrecoxa, com pele, assada",,259.60476916666664,1086.1863541933333,,,,,,,
"Frango, sobrecoxa, com pele, crua",,254.5322,1064.9627248,,,,,,,
"Frango, sobrecoxa, sem pele, assada",,232.88339666666667,974.3841316533334,,,,,,,
"Frango, sobrecoxa, sem pele, crua",,161.79629999999997,676.9557191999999,,,,,,,
"Hambúrguer, bovino, cru",,214.836,898.8738240000001,,,,,,,
"Hambúrguer, bovino, frito",,258.283,1080.656072,,,,,,,
"Hambúrguer, bovino, grelhado",,209.8316666666667,877.9356933333336,,,,,,,
"Lingüiça, frango, crua",,218.10881416666666,912.5672784733333,,,,,,,
"Lingüiça, frango, frita",,245.46100666666663,1027.0088518933333,,,,,,,
"Lingüiça, frango, grelhada",,243.6585675,1019.4674464200001,,,,,,,
"Lingüiça, porco, crua",,227.2034508333333,950.6192382866666,,,,,,,
"Lingüiça, porco, frita",,279.54358916666666,1169.6103770733334,,,,,,,
"Lingüiça, porco, grelhada",,296.4896091666666,1240.512524753333,,,,,,,
Mortadela,,268.8199890167316,1124.742834046005,,,,,,,
"Peru, congelado, assado",,163.07139793137708,682.2907289448817,,,,,,,
"Peru, congelado, cru",,93.72243382612864,392.1346631285222,,,,,,,
"Porco, bisteca, crua",,164.11533659299215,686.6585683050791,,,,,,,
"Porco, bisteca, frita",,311.1690453348557,1301.9312856810363,,,,,,,
"Porco, bisteca, grelhada",,280.0840349027713,1171.8716020331951,,,,,,,
"Porco, costela, assada",,402.16844745083654,1682.6727841343002,,,,,,,
"Porco, costela, crua",,255.60634206136066,1069.456935184733,,,,,,,
"Porco, lombo, assado",,210.2346655796369,879.6218407852008,,,,,,,
"Porco, lombo, cru",,175.6251952501138,734.8158169264761,,,,,,,
"Porco, orelha, salgada, crua",,258.49175833333334,1081.5295168666667,,,,,,,
"Porco, pernil, assado",,262.2596066666666,1097.2941942933332,,,,,,,
"Porco, pernil, cru",,186.05575,778.457258,,,,,,,
Descrição dos alimentos,,,,,,,,,,
"Porco, rabo, salgado, cru",,377.41525749999994,1579.1054373799998,,,,,,,
"Presunto, com capa de gordura",,127.84921266563737,534.9211057930268,,,,,,,
"Presunto, sem capa de gordura",,93.7432807208697,392.22188653611886,,,,,,,
"Quibe, assado",,136.22887614158785,569.9816177764036,,,,,,,
"Quibe, cru",,109.49066929475465,458.1089603292535,,,,,,,
"Quibe, frito",,253.83130886964,1062.0301963105737,,,,,,,
Salame,,397.8425065349341,1664.5730473421643,,,,,,,
"Toucinho, cru",,592.5311749999998,2479.1504361999996,,,,,,,
"Toucinho, frito",,696.5640066666666,2914.423803893333,,,,,,,
"Bebida láctea, pêssego",,55.164833333333306,230.80966266666664,,,,,,,
Creme de Leite,,221.48354127513312,926.687136695157,,,,,,,
"Iogurte, natural",,51.48953333333329,215.43220746666648,,,,,,,
"Iogurte, natural, desnatado",,41.49271128155834,173.6055040020401,,,,,,,
"Iogurte, sabor abacaxi",,,,,,,,,,
"Iogurte, sabor morango",,69.56560000000003,291.0624704000003,,,,,,,
"Iogurte, sabor pêssego",,67.84940000000002,283.8818896,,,,,,,
"Leite, condensado",,312.57259999999997,1307.8037584,,,,,,,
"Leite, de cabra",,66.41574188654329,277.88346405329713,,,,,,,
"Leite, de vaca, achocolatado",,82.82099627199361,346.5230484020213,,,,,,,
"Leite, de vaca, desnatado, pó",,361.60799999999995,1512.967872,,,,,,,
"Leite, de vaca, desnatado, UHT",,,,,,,,,,
"Leite, de vaca, integral",,,,,,,,,,
"Leite, de vaca, integral, pó",,496.6502999999999,2077.9848552,,,,,,,
"Leite, fermentado",,69.62147400000002,291.2962472160001,,,,,,,
"Queijo, minas, frescal",,264.27312799999993,1105.7187675519997,,,,,,,
"Queijo, minas, meia cura",,320.72181773325985,1341.9000853959592,,,,,,,
"Queijo, mozarela",,329.8707184208871,1380.1790858729917,,,,,,,
"Queijo, parmesão",,452.9637553333333,1895.2003523146668,,,,,,,
"Queijo, pasteurizado",,303.07980333333325,1268.0858971466664,,,,,,,
Descrição dos alimentos,,,,,,,,,,
"Queijo, petit suisse, morango",,121.105954,506.707311536,,,,,,,
"Queijo, prato",,359.88046240505474,1505.7398547027492,,,,,,,
"Queijo, requeijão, cremoso",,256.57814866666666,1073.5229740213333,,,,,,,
"Queijo, ricota",,139.73177999999996,584.6377675199999,,,,,,,
"Bebida isotônica, sabores variados",,25.613333333333344,107.16618666666672,,,,,,,
"Café, infusão 10%",,9.070868599613517,37.95251422078296,,,,,,,
"Cana, aguardente 1",,215.6616,902.3281344,,,,,,,
"Cana, caldo de",,65.34359826898573,273.3976151574363,,,,,,,
"Cerveja, pilsen 2",,40.72018855062866,170.37326889583034,,,,,,,
"Chá, erva-doce, infusão 5%",,1.3970599738756386,5.845298930695672,,,,,,,
"Chá, mate, infusão 5%",,2.730749951124143,11.425457795503414,,,,,,,
"Chá, preto, infusão 5%",,2.24790995796521,9.40525526412644,,,,,,,
"Coco, água de",,21.50859424050649,89.99195830227916,,,,,,,
"Refrigerante, tipo água tônica",,30.7794,128.7810096,,,,,,,
"Refrigerante, tipo cola",,33.514200000000045,140.2234128000002,,,,,,,
"Refrigerante, tipo guaraná",,38.7,161.9208,,,,,,,
"Refrigerante, tipo laranja",,45.62730000000003,190.90462320000012,,,,,,,
"Refrigerante, tipo limão",,39.71910000000001,166.18471440000005,,,,,,,
"Omelete, de queijo",,268.00677218242487,1121.3403348112656,,,,,,,
"Ovo, de codorna, inteiro, cru",,176.89389999999997,740.1240776,,,,,,,
"Ovo, de galinha, clara, cozida/10minutos",,59.43569666666667,248.67895485333338,,,,,,,
"Ovo, de galinha, gema, cozida/10minutos",,352.67334000000005,1475.5852545600003,,,,,,,
"Ovo, de galinha, inteiro, cozido/10minutos",,145.70017,609.6095112800001,,,,,,,
"Ovo, de galinha, inteiro, cru",,143.11173333333335,598.7794922666666,,,,,,,
"Ovo, de galinha, inteiro, frito",,240.1872240091165,1004.9433452541435,,,,,,,
"Achocolatado, pó",,401.02,1677.86768,,,,,,,
"Açúcar, cristal",,386.84572399999996,1619.208,,,,,,,
Descrição dos alimentos,,,,,,,,,,
"Açúcar, mascavo",,368.55482252438867,1542.0333774420424,,,,,,,
"Açúcar, refinado",,386.5748239999999,1617.4290636159997,,,,,,,
"Chocolate, ao leite",,539.5866666666667,2257.6306133333337,,,,,,,
"Chocolate, ao leite, com castanha do Pará",,558.8763333333334,2338.3385786666668,,,,,,,
"Chocolate, ao leite, dietético",,556.8243333333334,2329.753010666667,,,,,,,
"Chocolate, meio amargo",,474.91776997327383,1987.0559495681778,,,,,,,
Cocada branca,,448.84545242331023,1877.9693729391302,,,,,,,
"Doce, de abóbora, cremoso",,198.9360630496343,832.3484877996699,,,,,,,
"Doce, de leite, cremoso",,306.31013023105874,1281.6015848867498,,,,,,,
"Geléia, mocotó, natural",,106.08666666666662,443.86661333333313,,,,,,,
Glicose de milho,,292.1184052991867,1222.2234077717972,,,,,,,
Maria mole,,301.2358875369997,1260.3709534548068,,,,,,,
"Maria mole, coco queimado",,306.6318969970185,1282.9478570355254,,,,,,,
Marmelada,,257.24147319380444,1076.2983238428778,,,,,,,
"Mel, de abelha",,309.24266666666665,1293.8713173333333,,,,,,,
Melado,,296.5064912319183,1240.5831593143462,,,,,,,
Quindim,,411.3487215708494,1721.083051052434,,,,,,,
Rapadura,,351.9581221015453,1472.5927828728657,,,,,,,
"Café, pó, torrado",,418.6186666666666,1751.5005013333332,,,,,,,
"Capuccino, pó",,417.4066666666667,1746.4294933333335,,,,,,,
"Fermento em pó, químico",,89.72206665112176,375.39712686829347,,,,,,,
"Fermento, biológico, levedura, tablete",,89.79486703058885,375.70172365598376,,,,,,,
"Gelatina, sabores variados, pó",,380.22290000000004,1590.8526136000003,,,,,,,
"Sal, dietético",,,,,,,,,,
"Sal, grosso",,,,,,,,,,
Shoyu,,60.92774987538659,254.9217054786175,,,,,,,
Tempero a base de sal,,21.33,89.24472000000009,,,,,,,
"Azeitona, preta, conserva",,194.1538470209837,812.3396959357958,,,,,,,
Descrição dos alimentos,,,,,,,,,,
"Azeitona, verde, conserva",,136.93643000000003,572.9420231200002,,,,,,,
"Chantilly, spray, com gordura vegetal",,314.9560002666667,1317.7759051157336,,,,,,,
"Leite, de coco",,166.16030161554647,695.2147019594464,,,,,,,
"Maionese, tradicional com ovos",,302.1526776878237,1264.2068034458543,,,,,,,
Acarajé,,289.21166666666664,1210.0616133333333,,,,,,,
Arroz carreteiro,,153.772,643.3820479999999,,,,,,,
"Baião de dois, arroz e feijão-de-corda",,135.68133333333333,567.6906986666667,,,,,,,
Barreado,,164.9752340474129,690.2563792543756,,,,,,,
"Bife à cavalo, com contra filé",,291.2295092449586,1218.5042666809068,,,,,,,
Bolinho de arroz,,273.51433333333335,1144.3839706666668,,,,,,,
Camarão à baiana,,100.78304300403595,421.6762519288864,,,,,,,
"Charuto, de repolho",,78.23472922221822,327.33410706576103,,,,,,,
"Cuscuz, de milho, cozido com sal",,113.45948166666666,474.7144712933333,,,,,,,
"Cuscuz, paulista",,142.123,594.6426319999999,,,,,,,
"Cuxá, molho",,80.09161563650767,335.1033198231481,,,,,,,
Dobradinha,,124.50020083333331,520.9088402866665,,,,,,,
Estrogonofe de carne,,173.1413643180132,724.4234683065672,,,,,,,
Estrogonofe de frango,,156.80610301323728,656.0767350073847,,,,,,,
Feijão tropeiro mineiro,,151.56185683095453,634.1348089807137,,,,,,,
L,,116.9334573110342,489.2495853893671,,,,,,,
"Frango, com açafrão",,112.78376884122686,471.8872888316932,,,,,,,
"Macarrão, molho bolognesa",,119.53177144556008,500.1209317282234,,,,,,,
Maniçoba,,134.22289340098695,561.5885859897294,,,,,,,
Quibebe,,86.349230299592,361.28517957349294,,,,,,,
"Salada, de legumes, com maionese",,96.10358839845655,402.09741385914225,,,,,,,
"Salada, de legumes, cozida no vapor",,35.40810429847241,148.14750838480856,,,,,,,
"Salpicão, de frango",,147.8645961340268,618.6654702247682,,,,,,,
Sarapatel,,122.98185821243132,514.5560947608127,,,,,,,
Tabule,,57.45347668848058,240.38534646460275,,,,,,,
Descrição dos alimentos,,,,,,,,,,
Tacacá,,46.88917715120316,196.184317200634,,,,,,,
"Tapioca, com manteiga",,347.8265562578241,1455.306311382736,,,,,,,
"Tucupi, com pimenta-de-cheiro",,27.1837984027266,113.73701251700811,,,,,,,
Vaca atolada,,144.89697968479,606.2489630011614,,,,,,,
Vatapá,,254.89328572415508,1066.473507469865,,,,,,,
Virado à paulista,,306.94678645131984,1284.2653545123223,,,,,,,
Yakisoba,,112.80204125340781,471.9637406042583,,,,,,,
"Amendoim, grão, cru",,544.0526557994334,2276.3163118648295,,,,,,,
"Amendoim, torrado, salgado",,605.7810929170192,2534.5880927648086,,,,,,,
"Ervilha, em vagem",,88.09358199977854,366.9671897866666,,,,,,,
"Ervilha, enlatada, drenada",,73.8447043478261,308.9662429913044,,,,,,,
"Feijão, carioca, cozido",,76.42408566666668,319.7583744293334,,,,,,,
"Feijão, carioca, cru",,329.0267362318841,1376.6478643942032,,,,,,,
"Feijão, fradinho, cozido",,78.00889666666667,326.3892236533334,,,,,,,
"Feijão, fradinho, cru",,339.16476666666665,1419.0653837333334,,,,,,,
"Feijão, jalo, cozido",,92.73992,388.02382528,,,,,,,
"Feijão, jalo, cru",,327.90526666666665,1371.9556357333333,,,,,,,
"Feijão, preto, cozido",,77.02726666666668,322.28208373333337,,,,,,,
"Feijão, preto, cru",,323.5657115942029,1353.798937310145,,,,,,,
"Feijão, rajado, cozido",,84.7018527334929,354.39255183693433,,,,,,,
"Feijão, rajado, cru",,325.84441116273405,1363.3330163048793,,,,,,,
"Feijão, rosinha, cozido",,67.86622877142827,283.9523011796559,,,,,,,
"Feijão, rosinha, cru",,336.9619111275673,1409.8486361577416,,,,,,,
"Feijão, roxo, cozido",,76.89338231790063,321.72191161809627,,,,,,,
"Feijão, roxo, cru",,331.4149774567286,1386.6402656789526,,,,,,,
"Grão-de-bico, cru",,354.70287658909956,1484.0768356487927,,,,,,,
"Guandu, cru",,344.1336512849927,1439.8551969764096,,,,,,,
"Lentilha, cozida",,92.63876625229915,387.60059799961965,,,,,,,
Descrição dos alimentos,,,,,,,,,,
"Lentilha, crua",,339.1412402035533,1418.966949011667,,,,,,,
"Paçoca, amendoim",,486.9270864645243,2037.3029297675696,,,,,,,
"Pé-de-moleque, amendoim",,503.1903658399557,2105.3484906743747,,,,,,,
"Soja, farinha",,403.955845810399,1690.1512588707096,,,,,,,
"Soja, extrato solúvel, natural, fluido",,39.10485527535076,163.6147144720676,,,,,,,
"Soja, extrato solúvel, pó",,458.8957294378677,1920.0197319680385,,,,,,,
"Soja, queijo (tofu)",,64.48509407389021,269.80563360515663,,,,,,,
"Tremoço, cru",,381.27817396012944,1595.2678798491816,,,,,,,
"Tremoço, em conserva",,120.64258534487091,504.7685770829399,,,,,,,
"Amêndoa, torrada, salgada",,580.7469545560705,2429.845257862599,,,,,,,
"Castanha-de-caju, torrada, salgada",,570.167626501619,2385.5813492827738,,,,,,,
"Castanha-do-Brasil, crua",,642.9630716810693,2690.157491913594,,,,,,,
"Coco, cru",,406.4873531078099,1700.7430854030767,,,,,,,
"Coco,  verde, cru",,,,,,,,,,
"Farinha, de mesocarpo de babaçu, crua",,328.7714002448336,1375.579538624384,,,,,,,
"Gergelim, semente",,583.5467147545495,2441.559454533035,,,,,,,
"Linhaça, semente",,495.09611384365076,2071.5349145049904,,,,,,,
"Pinhão, cozido",,174.36990200000002,729.5636699680001,,,,,,,
"Pupunha, cozida",,218.53388087660073,914.3457575876974,,,,,,,
"Noz, crua",,620.0600197905668,2594.3311228037314,,,,,,,
as análises estão sendo reavaliadas,,,,,,,,,,
Valores em branco nesta tabela: análises não solicitadas,,,,,,,,,,
"Teores alcoólicos (g/100g): ¹ Cana, aguardente: 31,1 e ² Cerveja, pilsen: 3,6.",,,,,,,,,,
"Abreviações: g: grama; mg: micrograma; kcal: kilocaloria; kJ: kilojoule; mg:miligrama; NA: não aplicável; Tr: traço. Adotou-se traço nas seguintes situações: a)valores de nutrientes arredondados para números que caiam entre 0 e 0,5; b) valores de nutrientes arredondados para números com uma casa decimal que caiam entre 0 e 0,05; c) valores de nutrientes arredondados para números com duas casas decimais que caiam entre 0 e 0,005 e; d) valores abaixo dos limites de quantificação (29).",,,,,,,,,,
"Limites de Quantificação: a) composição centesimal: 0,1g/100g; b) colesterol: 1mg/100g; c) Cu, Fe, Mn, e Zn: 0,001mg/100g; d) Ca, Na: 0,04mg/100g; e) K e P: 0,001mg/100g; f) Mg 0,015mg/100g; g) tiamina, riboflavina e piridoxina: 0,03mg/100g; h) niacina e vitamina C: 1mg/100g; i) retinol em produtos cárneos e outros: 3μg/100g e; j) retinol em lácteos: 20μg/100g.",,,,,,,,,,
Valores correspondentes à somatória do resultado analítico do retinol mais o valor calculado com base no teor de carotenóides segundo o livro Fontes brasileiras de carotenóides: tabela brasileira de composição de carotenóides em alimentos.,,,,,,,,,,
Valores retirados do livro Fontes brasileiras de carotenóides: tabela brasileira de composição de carotenóides em alimentos.,,,,,,,,,,
